label x Gender Gender_ID Greek Home_Town In_State Ethnicity Religion Religious like_Math Calculus ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Social_Media Texts Good_or_Well Expected_Income President Illinois_Commitment Family_Income Liberal Political_Party Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section
Obs364 364 1 1 0 2 1 0 0 7 4 0 30 3.5 5 2 0 1 1 3 7 0 120 5 7 105 3 0 5 10 0 100 8 2 
Obs365 365 1 1 0 2 1 0 6 2 7 1 34 3.6 8 14 2 1 1 1 3 0 200 5 7 70 2 0 8 5 10 90 7 2 
Obs366 366 0 0 1 2 1 3 0 2 0 0 18 2.7 10 20 12 1 6 3 5 10 150 2 0 75 5 0 9 7 0 100 4 2 
Obs367 367 1 1 0 2 1 0 0 6 7 1 22 3 12 15 5 1 5 4 5 5 100 5 10 100 3 0 5 10 0 100 5 2 
Obs368 368 0 0 1 1 1 5 0 7 10 0 24 3.6 2 2 0 0 7 3 5 5 300 5 3 200 8 1 0 10 10 100 1 2 
Obs369 369 1 1 0 2 1 1 0 8 6 1 23 2.4 0 0 7 2 2 5 2 6 500 5 10 52 6 4 6 7 0 0 6 2 
Obs370 370 1 1 0 3 0 3 4 5 3 1 29 3.9 0 0 2 2 2 3 4 7 100 5 3 160 4 0 5 10 0 100 3 2 
Obs371 371 0 0 0 3 1 2 0 5 6 1 26 3.4 3 5 0 0 7 3 12 7 100 5 10 170 4 0 4 7 0 40 6 2 
Obs372 372 1 1 1 2 1 0 1 7 3 1 26 3.5 4 5 3 2 20 5 8 5 800 5 9 100 5 2 3 10 0 100 8 2 
Obs373 373 1 1 0 2 1 0 0 3 5 1 31 3.7 6 8 0 1 5 5 10 3 60 2 5 80 3 0 2 8 10 10 10 2 
Obs374 374 1 1 1 1 1 0 0 5 7 1 28 4 15 15 1 1 8 5 3 6 100 1 3 200 5 1 3 8 0 90 6 2 
Obs375 375 1 1 1 2 1 0 1 8 8 1 28 4 9 20 0 0 2 4 10 6 60 2 8 150 2 0 5 9 0 20 7 2 
Obs376 376 1 1 0 3 1 2 0 7 9 1 21 2.5 0 0 1 1 4 8 6 8 300 2 8 20 2 0 5 8 0 0 7 2 
Obs377 377 1 1 0 2 1 2 5 7 10 0 23 4 0 0 1 1 2 5 3 6 60 5 10 30 0 0 5 8 0 0 2 2 
Obs378 378 1 1 0 1 0 4 3 2 2 1 32 4 1 0 0 0 7 5 6 4 60 5 8 457 4 2 5 1 5 100 5 2 
Obs379 379 0 0 1 1 1 0 0 7 0 0 24 3 10 45 4 3 3 10 7 9 200 1 4 180 6 1 5 9 0 40 8 2 
Obs380 380 1 1 0 1 1 5 0 6 6 1 26 3.7 3 3 3 2 7 4 3 5 100 5 5 170 5 5 3 7 10 90 2 2 
Obs381 381 1 1 0 2 1 0 6 0 8 0 30 3.8 5 3 0 0 5 2 15 2 120 5 6 180 2 0 3 6 10 10 8 2 
Obs382 382 0 0 0 1 0 3 7 3 7 1 28 3.5 0 0 1 1 2 1 2 5 200 3 7 1000 5 2 8 6 0 100 8 2 
Obs383 383 1 1 0 3 1 2 5 6 4 0 25 2.1 5 3 2 2 30 10 15 2 70 2 10 30 0 0 3 10 0 100 7 2 
Obs384 384 0 0 0 3 0 3 7 0 0 1 28 3.2 0 0 5 1 2 2 0 8 20 5 0 100 5 0 6 7 0 100 10 2 
Obs385 385 1 1 0 2 0 0 0 7 4 0 29 3.9 6 4 0 0 6 2 5 5 500 5 10 200 2 0 3 10 0 100 7 2 
Obs386 386 1 1 0 3 1 2 0 3 3 1 23 3.2 3 2 0 0 7 7 4 10 900 5 10 60 5 0 5 6 15 20 0 2 
Obs387 387 0 0 1 2 1 2 5 8 10 1 23 3.1 3 2 1 1 7 2 10 8 200 2 10 39 2 0 5 10 25 40 10 2 
Obs388 388 1 1 0 3 1 2 0 5 5 1 24 2.9 0 0 1 2 4 4 1 10 100 5 0 65 0 0 0 10 10 10 10 2 
Obs389 389 1 1 0 3 1 5 0 8 5 0 22 3.6 5 4 1 0 10 4 3 0 80 6 10 20 6 0 0 9 0 0 7 2 
Obs390 390 1 1 1 2 1 5 5 6 3 0 24 3.8 6 4 3 0 1 3 6 1 70 5 9 75 1 0 6 9 0 70 9 2 
Obs391 391 0 0 1 2 1 0 5 5 0 1 24 3.8 12 18 2 0 5 3 4 5 150 5 7 170 4 0 6 9 0 100 7 2 
Obs392 392 0 0 0 3 1 1 0 6 5 1 20 2.8 3 0 7 1 1 10 3 8 10000 5 10 60 0 0 10 8 0 50 2 2 
Obs393 393 0 0 1 2 1 0 1 5 6 1 28 2.9 30 30 3 0 3 3 2 5 1000 5 8 200 3 0 5 8 25 10 5 2 
Obs394 394 1 1 0 3 0 3 7 1 2 1 27 3.3 4 3 1 1 2 2 5 5 800 5 8 800 5 5 4 8 0 100 2 2 
Obs395 395 1 1 0 3 1 3 6 0 4 1 25 2.8 3 2 4 1 0 4 6 0 70 6 7 80 2 0 5 6 0 100 5 2 
Obs396 396 1 1 0 2 1 0 0 9 7 1 30 4 0 0 0 1 5 3 5 2 75 5 7 100 2 0 6 8 0 100 3 2 
Obs397 397 1 1 1 0 1 0 0 9 8 1 35 3.9 2 2 0 1 2 6 5 6 150 6 6 200 7 1 2 10 0 100 8 2 
Obs398 398 1 1 1 2 0 3 0 5 4 1 30 3.5 15 2 1 1 3 10 10 5 100 5 7 100 3 5 5 8 0 100 6 2 
Obs399 399 1 1 0 3 1 1 0 5 3 0 21 3.5 0 0 0 1 2 10 4 5 60 5 10 90 0 0 5 8 0 100 5 2 
Obs400 400 1 1 1 2 1 0 1 6 10 1 31 3.2 2 2 2 1 1 4 6 0 75 5 2 80 4 0 5 10 15 70 8 2 
Obs401 401 0 0 0 2 1 0 1 8 4 0 26 3.7 0 1 0 1 16 2 3 3 120 5 10 500 6 0 7 10 0 100 2 2 
Obs402 402 1 1 0 2 1 0 0 6 1 0 32 3.9 0 0 0 0 4 2 10 2 50 5 8 80 3 0 3 8 0 10 7 2 
Obs403 403 1 1 1 2 1 5 0 8 4 1 25 3.4 12 30 2 0 3 2 11 7 500 5 5 300 5 5 6 6 0 100 9 2 
Obs404 404 1 1 1 2 1 0 0 7 7 1 28 2.9 9 10 6 1 6 6 10 0 100 1 0 200 6 1 4 9 0 80 4 2 
Obs405 405 1 1 0 2 1 0 5 6 5 0 30 3.9 4 5 3 0 16 4 6 4 350 5 10 100 2 0 6 10 0 100 10 2 
Obs406 406 1 1 1 0 1 0 0 3 5 1 29 3.8 7 9 5 3 1 10 8 1 60 5 4 130 7 0 5 10 10 10 8 2 
Obs407 407 0 0 1 2 1 0 0 5 1 1 31 3.1 9 20 2 2 7 2 5 10 500 5 5 350 8 1 5 10 10 100 6 2 
Obs408 408 1 1 1 2 1 0 1 5 7 1 25 3.7 7 5 0 1 2 3 15 6 50 5 10 300 5 0 4 9 0 100 6 2 
Obs409 409 1 1 0 2 1 1 0 5 8 1 22 4 4 0 1 1 3 5 5 7 72 5 0 51 0 0 5 6 20 20 7 2 
Obs410 410 1 1 1 2 1 4 2 5 2 1 29 3.4 10 20 0 0 2 5 7 5 120 5 8 30 1 0 5 9 10 80 4 2 
Obs411 411 1 1 0 3 1 2 6 0 2 1 22 2.2 10 10 13 1 6 5 5 5 50 5 10 11 3 0 5 10 0 50 7 2 
Obs412 412 1 1 0 3 1 2 0 5 10 1 21 2 4 2 6 3 20 4 3 1 175 5 10 70 5 0 5 10 10 10 9 2 
Obs413 413 0 0 0 2 1 0 0 9 10 1 35 4 0 0 0 1 1 1 7 4 150 1 7 200 7 1 3 10 10 70 8 2 
Obs414 414 1 1 0 2 0 3 6 0 0 1 31 3.9 0 0 1 5 0 3 8 4 50 5 5 120 5 5 6 10 10 100 7 2 
Obs415 415 1 1 0 3 1 0 0 5 0 0 22 3.1 20 30 3 1 4 7 3 5 90 6 5 180 5 1 3 8 0 100 0 2 
Obs416 416 0 0 0 1 1 4 6 2 8 1 28 2.9 10 10 0 0 2 1 10 7 60 5 6 150 5 0 5 10 0 100 2 2 
Obs417 417 0 0 0 2 0 4 3 1 1 1 30 3.5 3 2 4 2 3 4 5 7 250 5 8 275 3 0 5 6 0 80 5 2 
Obs418 418 1 1 1 3 1 0 0 6 8 1 27 3.8 6 6 0 0 3 3 8 5 180 2 5 300 2 0 5 9 0 50 4 2 
Obs419 419 1 1 0 3 1 1 0 6 5 1 20 2.7 4 0 0 0 1 10 7 5 150 5 5 30 1 0 0 4 0 0 8 2 
Obs420 420 1 1 0 0 1 2 0 6 6 1 24 3 5 0 2 2 12 8 5 0 43 2 7 60 8 0 5 10 10 0 0 2 
Obs421 421 0 0 1 2 1 0 6 3 2 1 32 3.2 25 40 1 1 1 1 10 7 150 5 3 100 7 1 3 8 15 70 2 2 
Obs422 422 0 0 1 3 1 0 0 1 3 1 27 3.1 5 24 1 1 2 2 3 8 999 5 9 185 8 1 5 10 0 70 1 2 
Obs423 423 1 1 0 2 1 3 7 0 7 1 32 3.6 3 4 1 2 2 4 7 10 100 5 5 150 5 5 1 8 0 100 2 2 
Obs424 424 0 0 0 3 0 3 7 0 8 1 32 3.9 0 0 0 0 2 5 3 8 500 6 6 30 5 5 5 7 0 100 4 2 
Obs425 425 1 1 0 2 1 1 0 7 5 0 24 3.8 1 0 0 1 0 3 2 5 300 5 8 35 0 0 5 8 40 30 8 2 
Obs426 426 0 0 0 3 1 1 0 6 2 0 23 3.7 2 3 4 1 1 4 10 5 100 5 10 150 2 0 7 8 0 70 4 2 
Obs427 427 0 0 0 1 1 0 6 2 3 0 19 3.3 5 4 1 0 4 4 6 6 80 2 8 130 3 0 3 10 0 100 3 2 
Obs428 428 1 1 0 3 0 3 4 3 3 1 24 3.8 0 0 0 2 1 3 3 6 50 5 8 250 5 2 4 7 0 20 5 2 
Obs429 429 1 1 0 3 1 2 5 8 7 1 25 4 0 0 0 0 1 2 4 5 50 5 8 41 0 0 5 10 5 0 0 2 
Obs430 430 0 0 1 2 1 0 0 2 5 1 32 3.9 6 10 10 2 2 2 8 2 60 5 10 100 5 0 2 5 0 100 3 2 
Obs431 431 1 1 1 3 0 3 0 6 3 1 34 3.9 0 0 6 2 5 1 6 4 200 5 10 1500 5 5 7 9 0 100 3 2 
Obs432 432 1 1 1 2 1 0 0 5 0 0 25 3.2 10 15 1 1 6 6 4 5 500 5 8 700 5 2 0 10 0 100 9 2 
Obs433 433 1 1 0 0 1 0 7 0 10 1 31 3 2 0 4 2 3 2 3 5 100 5 9 70 0 0 5 8 15 20 10 2 
Obs434 434 1 1 1 3 1 0 4 4 2 0 30 3 9 10 4 2 3 2 5 6 70 5 9 200 3 0 9 8 0 80 7 2 
Obs435 435 0 0 0 2 1 0 7 0 3 0 28 3.5 0 0 0 0 6 4 3 2 60 5 10 120 0 2 5 6 15 0 3 2 
Obs436 436 1 1 1 2 1 0 1 5 3 0 25 3.6 3 0 0 0 10 2 10 6 10 5 5 100 4 0 3 10 0 100 5 2 
Obs437 437 0 0 0 0 1 0 0 7 1 0 13 3.4 0 1 5 0 0 2 2 5 10 2 10 9 7 0 0 0 0 0 5 2 
Obs438 438 0 0 0 3 1 5 0 5 8 1 31 3.3 2 2 2 0 3 2 10 7 120 5 3 200 7 1 4 8 0 70 4 2 
Obs439 439 0 0 0 3 0 3 7 0 8 0 34 3 0 0 0 0 5 1 4 10 100 5 0 200 0 5 10 5 0 100 5 2 
Obs440 440 0 0 0 3 1 0 7 0 5 0 28 3.3 8 4 26 5 2 1 4 7 100 1 10 60 8 2 9 9 15 60 8 2 
Obs441 441 1 1 0 0 1 3 6 2 8 1 31 3.8 0 0 0 1 1 3 8 2 80 5 9 110 3 0 6 3 0 100 6 2 
Obs442 442 1 1 0 1 0 0 1 2 0 0 24 3.6 2 3 0 2 5 5 5 4 100 5 10 300 2 0 5 10 0 10 5 2 
Obs443 443 0 0 0 0 1 0 7 0 2 0 23 3.4 1 3 2 0 1 3 3 5 15 6 5 200 0 5 4 10 0 80 6 2 
Obs444 444 1 1 0 3 1 3 6 0 5 1 29 4 0 0 0 0 1 1 3 5 80 5 7 70 6 0 5 7 5 80 4 2 
Obs445 445 1 1 0 0 1 3 7 3 4 1 25 2.9 5 8 7 0 3 2 4 7 100 5 8 900 4 1 5 7 0 100 6 2 
Obs446 446 0 0 1 2 1 0 1 2 1 1 29 2.9 6 10 1 1 2 2 3 5 70 5 5 120 6 1 3 9 0 100 5 2 
Obs447 447 0 0 1 1 0 3 0 4 5 1 25 3.4 9 0 6 5 7 2 3 8 10000 5 5 10000 6 5 7 7 30 80 4 2 
Obs448 448 0 0 0 3 1 1 5 7 10 1 32 3.6 0 3 9 3 0 5 13 7 90 2 10 230 5 0 5 0 25 0 4 2 
Obs449 449 0 0 0 3 1 2 0 2 8 0 25 3.4 10 10 4 3 4 7 2 7 99 5 7 29 5 0 8 8 0 100 7 2 
Obs450 450 1 1 0 2 1 0 0 10 8 1 27 3.8 0 0 2 1 3 5 2 0 90 2 8 170 0 0 2 9 0 100 9 2 
Obs451 451 1 1 0 2 1 0 5 5 5 0 19 3.4 0 0 0 0 4 3 5 5 150 5 9 200 5 0 5 9 0 100 6 2 
Obs452 452 1 1 0 0 1 0 5 5 5 1 21 3.8 0 0 1 2 7 2 6 10 80 6 7 100 1 0 3 9 10 0 9 2 
Obs453 453 1 1 0 2 1 0 0 8 6 0 23 3.5 10 6 0 0 6 5 5 5 115 1 5 250 7 1 5 10 5 40 2 2 
Obs454 454 0 0 0 2 1 5 0 7 7 1 31 2.9 3 0 0 1 1 1 1 5 70 1 7 30 7 1 5 8 0 90 4 2 
Obs455 455 1 1 1 1 0 0 1 3 3 0 26 3.8 9 15 0 0 3 2 4 0 35 5 0 54 4 0 7 9 0 100 4 2 
Obs456 456 0 0 0 3 0 3 7 2 5 1 31 3.6 0 2 7 3 2 2 1 8 700 5 5 750 6 1 2 6 0 100 9 2 
Obs457 457 1 1 0 3 1 0 6 3 5 0 29 3.4 6 3 0 0 3 1 4 6 70 5 7 65 4 2 3 4 0 70 0 2 
Obs458 458 1 1 1 2 1 0 1 4 3 0 26 3.9 5 3 0 0 7 3 5 0 60 2 10 400 3 0 4 10 0 100 9 2 
Obs459 459 0 0 0 3 1 2 5 1 3 1 21 2.8 8 25 0 2 2 3 3 5 300 5 10 120 5 0 4 8 0 100 0 2 
Obs460 460 1 1 0 2 1 0 0 1 10 1 26 3.2 8 16 1 1 9 2 3 6 100 5 10 100 2 0 5 10 0 50 6 2 
Obs461 461 1 1 0 2 1 0 7 0 6 0 24 3.7 10 18 3 3 4 5 4 4 75 5 10 400 0 0 6 6 0 100 10 2 
Obs462 462 1 1 1 3 1 2 0 6 2 0 29 3.6 6 8 1 1 3 2 3 5 90 5 6 90 4 0 6 7 10 50 3 2 
Obs463 463 1 1 0 2 1 3 4 3 4 1 27 3.6 8 8 1 1 1 5 5 8 100 5 7 125 3 0 5 7 0 70 5 2 
Obs464 464 1 1 0 3 1 1 5 8 7 0 24 2.7 5 4 0 0 3 3 1 2 99999 6 1 2 0 0 5 10 0 0 5 2 
Obs465 465 1 1 0 2 1 1 7 0 7 1 28 2.8 4 4 2 1 1 4 4 4 50 5 10 200 3 0 5 5 20 90 0 2 
Obs466 466 1 1 0 1 0 1 0 6 7 1 23 2.9 3 2 0 1 4 4 5 5 175 2 10 300 2 0 3 8 15 90 9 2 
Obs467 467 1 1 1 2 0 0 0 7 3 0 26 3.7 4 6 3 3 5 5 20 8 60 5 8 300 3 0 5 8 0 100 8 2 
Obs468 468 1 1 1 2 1 0 1 6 0 0 24 3.8 6 4 0 0 7 5 4 10 100 2 5 5500 0 0 8 6 0 100 1 2 
Obs469 469 1 1 0 3 0 4 3 7 4 0 33 3.9 0 0 0 0 1 1 1 3 500 5 10 700 0 0 5 10 0 100 5 2 
Obs470 470 1 1 0 1 1 3 7 1 3 0 27 3.5 0 0 0 1 3 5 2 5 44 5 5 29 1 0 8 9 5 70 8 2 
Obs471 471 1 1 1 3 1 0 0 7 5 0 26 3.5 2 2 1 1 3 2 1 0 85 5 8 300 3 0 4 8 5 100 10 2 
Obs472 472 0 0 0 1 0 0 0 10 5 0 24 3.2 0 0 0 3 3 3 2 8 900 1 10 125 8 1 5 10 0 0 4 2 
Obs473 473 1 1 1 2 1 5 0 7 5 0 32 3.4 8 7 0 1 3 6 10 5 250 5 5 80 2 0 5 6 0 70 3 2 
Obs474 474 1 1 1 2 1 0 1 4 0 1 29 3.2 10 10 3 0 8 4 10 3 100 5 5 500 2 0 1 8 0 100 6 2 
Obs475 475 1 1 1 1 1 0 0 5 8 1 28 4 8 8 1 1 1 5 6 5 100 6 4 300 7 1 4 9 0 90 8 2 
Obs476 476 0 0 0 3 1 1 6 0 9 0 27 3.5 3 5 1 5 2 3 10 3 120 5 10 70 3 0 5 3 0 100 7 2 
Obs477 477 1 1 1 0 1 0 0 9 8 0 21 3.8 10 20 3 2 13 5 5 6 90 5 1 100 5 0 0 8 0 100 5 2 
Obs478 478 0 0 0 3 0 3 7 0 10 1 30 3.3 5 15 5 2 2 3 10 8 500 5 5 300 9 1 3 8 0 100 7 2 
Obs479 479 0 0 0 2 1 0 0 5 7 1 31 4 0 5 0 0 2 1 7 3 80 5 10 70 2 0 5 9 5 90 7 2 
Obs480 480 0 0 0 3 1 2 5 8 9 0 22 3.1 3 2 13 5 5 3 2 5 100 5 8 51 3 0 5 9 5 20 8 2 
Obs481 481 0 0 0 3 0 0 7 0 4 1 32 3.6 0 5 2 2 1 1 6 2 60 3 10 200 9 0 8 10 0 100 3 2 
Obs482 482 0 0 0 3 1 1 0 3 4 0 30 2.1 2 6 3 1 5 5 3 7 90 6 10 11 0 0 7 7 0 0 4 2 
Obs483 483 0 0 0 3 1 3 0 5 3 1 34 3.5 4 10 3 0 1 3 6 4 1000 6 5 100 6 5 9 10 0 90 10 2 
Obs484 484 0 0 0 3 0 3 5 5 5 1 27 3.6 7 0 0 1 3 3 4 8 80 5 5 150 5 0 5 10 0 100 6 2 
Obs485 485 1 1 0 2 1 5 7 0 6 1 33 3.9 3 8 0 0 1 1 7 0 50 5 10 60 0 0 3 8 0 100 8 2 
Obs486 486 1 1 0 0 1 1 0 7 2 0 24 3.9 4 3 3 2 1 7 5 0 70 2 5 55 3 0 2 8 5 0 4 2 
Obs487 487 1 1 0 1 1 3 0 8 0 1 26 3.9 0 0 1 2 1 3 5 2 80 6 8 120 5 2 5 10 10 90 7 2 
Obs488 488 0 0 1 3 1 0 0 0 5 0 24 3.3 1 4 1 1 0 1 3 5 150 5 10 35 4 5 5 3 0 100 1 2 
Obs489 489 1 1 0 0 1 0 0 5 1 0 24 3.5 4 2 0 2 1 5 2 3 70 4 10 300 3 0 7 8 0 100 9 2 
Obs490 490 1 1 0 2 0 3 7 0 6 1 32 3.5 6 0 1 0 3 5 10 5 100 5 3 200 5 5 7 7 0 50 4 2 
Obs491 491 1 1 0 2 1 0 0 4 1 0 29 3.9 10 6 0 0 5 1 5 2 80 5 9 150 1 0 5 9 0 100 10 2 
Obs492 492 1 1 0 0 1 0 7 0 7 1 30 3.6 0 0 0 0 2 2 1 3 70 5 9 60 1 0 5 8 10 40 2 2 
Obs493 493 1 1 0 2 1 1 0 5 8 0 25 3.3 0 0 0 0 6 3 2 5 150 5 5 85 5 0 5 8 0 30 8 2 
Obs494 494 1 1 1 2 1 0 0 6 8 1 25 3.8 4 6 1 1 14 3 8 3 80 5 5 150 4 0 8 9 0 100 9 2 
Obs495 495 1 1 0 2 1 0 6 1 10 1 36 3.5 0 0 4 5 2 1 2 3 200 2 10 80 1 0 5 10 10 90 7 2 
Obs496 496 0 0 1 3 1 1 0 3 3 1 23 3.9 4 2 0 0 4 5 5 0 4 2 8 43 2 3 3 2 15 20 3 2 
Obs497 497 1 1 1 2 1 0 1 3 0 0 31 3.6 11 15 2 2 1 4 10 5 100 5 8 175 4 0 4 8 0 90 6 2 
Obs498 498 1 1 1 2 1 0 0 4 10 1 24 2.9 5 15 1 1 11 3 3 5 100 6 5 200 6 5 7 8 0 40 7 2 
Obs499 499 1 1 0 3 1 2 0 5 0 0 19 3.7 0 0 1 1 4 2 2 10 500 5 10 45 2 0 5 7 0 100 7 2 
Obs500 500 1 1 0 3 1 1 0 4 9 1 22 2.7 1 0 2 2 5 7 2 5 68 5 0 51 7 0 6 9 10 100 10 2 
Obs501 501 1 1 0 3 1 2 5 8 8 0 21 3.8 4 2 2 1 3 6 3 0 80 5 9 50 0 0 5 10 0 0 8 2 
Obs502 502 1 1 0 1 0 0 0 3 0 0 22 3.7 1 3 4 3 2 3 5 5 70 5 9 100 5 5 0 8 0 50 0 2 
Obs503 503 1 1 0 2 1 3 0 7 10 1 28 3.8 10 5 5 1 2 10 40 4 90 2 6 72 5 5 6 4 15 30 10 2 
Obs504 504 1 1 0 2 1 1 0 5 5 1 21 3.3 3 3 1 2 5 3 4 9 100 2 5 70 0 0 6 9 5 100 10 2 
Obs505 505 1 1 1 2 1 0 0 5 3 0 30 2.7 15 20 1 0 1 5 4 8 100 2 5 100 2 0 4 7 0 80 6 2 
Obs506 506 1 1 0 3 1 5 6 4 6 1 25 4 8 3 2 0 1 4 4 4 70 5 6 80 3 0 6 6 10 90 2 2 
Obs507 507 1 1 0 2 0 0 0 10 4 1 23 2.6 1 0 1 2 14 1 10 1 100 1 1 80 10 1 5 10 0 100 10 2 
Obs508 508 1 1 0 2 1 5 2 6 0 1 31 3.8 0 0 0 0 5 6 6 5 100 5 10 60 0 0 5 9 0 0 0 2 
Obs509 509 0 0 0 2 1 2 0 6 7 1 21 2.8 4 3 1 1 10 10 5 10 140 5 10 140 5 0 3 10 0 0 3 2 
Obs510 510 0 0 0 2 1 3 6 1 0 1 27 2.4 12 20 0 0 1 7 3 5 80 6 5 45 5 0 3 7 0 100 0 2 
Obs511 511 1 1 0 0 1 0 0 4 0 0 30 3.3 8 9 3 0 4 5 6 5 90 5 0 250 7 1 4 7 0 100 10 2 
Obs512 512 1 1 1 2 1 0 0 2 0 0 26 2.9 2 5 15 2 7 2 35 5 999 6 10 999 5 0 9 8 20 10 10 2 
Obs513 513 1 1 1 2 1 0 1 1 4 0 24 3.8 8 5 1 0 7 4 5 0 100 5 5 400 0 1 5 7 0 100 6 2 
Obs514 514 1 1 1 1 1 0 0 7 0 0 25 3 0 0 8 2 2 5 8 2 355 2 10 150 0 0 10 5 0 100 5 2 
Obs515 515 1 1 0 2 1 5 6 3 7 0 28 4 1 1 1 1 12 4 6 4 75 5 8 90 9 0 5 7 5 100 9 2 
Obs516 516 1 1 0 2 1 1 0 10 8 1 27 3.8 0 0 0 0 12 3 7 4 120 5 9 23 5 2 5 9 5 10 8 2 
Obs517 517 1 1 1 2 1 0 0 8 8 1 26 3.8 15 24 1 1 1 4 20 2 80 5 10 100 5 5 2 10 0 100 10 2 
Obs518 518 1 1 1 2 1 0 0 5 5 0 27 3.8 8 5 0 0 5 8 20 5 90 5 7 175 3 0 6 8 0 100 4 2 
Obs519 519 0 0 0 1 0 3 7 0 7 1 32 3.7 2 0 10 8 3 2 5 4 200 5 5 100 5 5 5 10 0 100 8 2 
Obs520 520 0 0 0 0 1 0 0 4 5 1 28 2.7 4 2 1 1 5 1 2 7 70 2 10 100 3 0 1 9 15 10 6 2 
Obs521 521 1 1 1 2 1 0 1 3 6 0 24 2.6 3 8 0 0 7 3 20 2 41 2 10 100 2 2 7 10 0 10 7 2 
Obs522 522 1 1 1 1 1 0 0 4 2 0 24 3.5 3 1 7 2 6 4 4 2 85 5 5 135 8 1 4 10 0 100 8 2 
Obs523 523 1 1 1 2 1 2 0 5 5 1 24 3.7 7 10 0 0 3 5 5 5 70 5 7 40 4 0 4 8 0 50 4 2 
Obs524 524 1 1 0 3 1 1 5 8 5 0 19 3 2 0 1 1 3 10 7 7 100 5 10 50 4 0 7 7 20 0 10 2 
Obs525 525 1 1 0 2 0 5 0 5 8 1 31 4 1 0 0 0 1 0 6 5 75 5 9 100 4 0 6 7 0 100 7 2 
Obs526 526 1 1 1 2 1 0 0 5 4 0 23 3.9 5 25 3 1 3 1 10 2 90 1 8 300 7 1 3 10 5 100 2 2 
Obs527 527 1 1 0 3 1 5 0 6 7 0 22 2.5 2 3 6 1 2 3 2 9 100 5 9 100 2 5 9 8 10 100 0 2 
Obs528 528 1 1 1 2 1 0 0 2 5 0 28 3.6 5 4 1 1 1 3 10 3 600 5 10 600 3 0 5 10 10 60 0 2 
Obs529 529 1 1 0 1 1 0 0 4 3 0 28 3.7 2 0 0 0 2 2 10 7 100 2 8 90 2 0 3 7 0 100 0 2 
Obs530 530 1 1 0 3 1 2 7 0 2 0 29 3.7 10 15 16 2 4 6 10 5 100 5 10 500 2 0 5 5 0 100 5 2 
Obs531 531 0 0 0 2 1 0 0 2 1 1 34 3.7 9 18 0 0 2 3 4 3 70 2 9 150 3 0 4 9 10 90 8 2 
Obs532 532 1 1 1 2 1 0 1 5 4 0 25 3.9 6 6 0 0 4 3 7 5 50 6 10 400 5 1 3 10 0 100 10 2 
Obs533 533 1 1 0 2 1 0 6 1 5 0 25 4 4 0 0 0 1 2 5 2 75 5 10 30 2 0 4 3 10 0 4 2 
Obs534 534 0 0 0 2 1 0 0 4 8 1 26 3.9 15 30 1 0 4 5 11 10 100 6 10 20 5 2 5 10 20 0 3 2 
Obs535 535 1 1 0 2 1 4 3 7 5 1 26 3.9 6 2 0 0 3 4 5 5 75 5 7 500 4 0 7 8 15 100 10 2 
Obs536 536 1 1 1 0 1 0 0 5 3 0 27 3.3 6 15 7 2 4 2 8 6 100 5 5 91 6 2 4 9 0 40 8 2 
Obs537 537 1 1 1 3 0 0 7 0 6 0 26 3 2 8 1 2 3 2 3 7 100 2 9 120 5 4 6 8 0 100 9 2 
Obs538 538 0 0 0 0 1 0 0 1 5 0 26 3.9 0 0 3 1 4 3 2 7 150 1 0 200 9 1 5 10 0 30 9 2 
Obs539 539 1 1 0 2 1 0 6 3 7 1 33 4 8 8 1 1 2 2 6 4 200 5 10 350 2 2 3 5 0 50 4 2 
Obs540 540 1 1 0 0 1 0 5 0 4 0 26 3.7 4 6 2 1 1 4 3 5 50 5 7 750 6 1 5 8 0 100 10 2 
Obs541 541 1 1 0 2 1 2 6 1 2 1 33 3.8 0 0 0 0 2 2 4 3 75 5 10 100 1 3 3 7 10 0 2 2 
Obs542 542 1 1 0 0 1 1 0 7 4 0 26 3.6 7 6 3 1 2 6 6 3 100 5 8 100 3 0 6 8 0 80 8 2 
Obs543 543 0 0 1 3 0 4 0 5 0 1 27 3.3 13 30 5 1 2 5 9 2 5000 5 3 500 2 0 2 10 0 100 4 2 
Obs544 544 1 1 0 2 1 5 6 1 3 1 30 3.1 1 1 2 1 1 5 2 5 100 6 10 100 5 5 1 7 0 100 7 2 
Obs545 545 1 1 0 1 1 1 0 6 4 0 21 3.8 0 0 0 0 14 3 2 7 100 5 10 50 5 0 4 7 0 70 5 2 
Obs546 546 1 0 0 1 1 0 7 0 8 1 27 3.7 6 6 3 3 1 2 17 0 55 5 10 99 2 0 5 4 20 50 6 2 
Obs547 547 0 0 1 2 1 0 0 2 9 1 27 2 6 18 1 0 2 4 7 5 250 1 2 0 5 1 1 8 10 90 6 2 
Obs548 548 1 1 0 3 1 1 5 2 0 0 25 2.3 10 2 2 2 8 10 10 7 100 6 10 20 5 0 8 9 20 0 10 2 
Obs549 549 1 1 0 3 1 0 0 9 4 0 23 3.6 6 11 4 1 4 2 4 2 80 1 2 250 5 0 3 8 10 70 10 2 
Obs550 550 1 1 0 0 1 0 5 3 4 0 27 2.8 3 5 1 1 3 6 2 5 85 5 10 14 3 0 3 4 10 0 2 2 
