label x Gender Gender_ID Greek Home_Town In_State Ethnicity Religion Religious like_Math Calculus ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Social_Media Texts Good_or_Well Expected_Income President Illinois_Commitment Family_Income Liberal Political_Party Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section
Obs177 177 0 0 1 2 1 0 0 3 5 0 20 3 0 0 4 2 0 1 6 6 90 6 10 80 5 1 5 3 10 30 10 1 
Obs178 178 1 1 0 2 1 0 0 6 10 1 30 3.8 4 10 3 2 9 6 20 7 100 5 0 100 5 0 6 10 0 90 10 1 
Obs179 179 1 1 0 2 1 4 2 6 5 1 25 3 4 1 1 1 2 2 3 7 100 2 9 90 1 0 5 7 0 90 8 1 
Obs180 180 1 1 0 3 1 3 6 0 2 1 31 3.6 0 0 0 0 0 5 4 7 80 6 7 40 4 0 5 9 10 10 0 1 
Obs181 181 1 1 0 2 1 2 0 7 6 1 26 3.6 2 0 0 0 3 2 3 6 100 5 8 120 5 0 3 9 0 20 7 1 
Obs182 182 1 1 0 2 1 3 0 7 5 1 29 4 5 4 1 2 1 5 3 4 200 6 8 200 4 4 5 9 0 100 6 1 
Obs183 183 0 0 0 2 1 0 6 0 3 1 34 3.3 0 0 1 1 0 3 3 5 100 5 8 200 3 0 3 4 0 100 3 1 
Obs184 184 1 1 0 2 1 0 7 0 5 0 27 3.2 0 0 0 0 2 3 5 1 100 5 8 130 3 0 5 9 0 100 3 1 
Obs185 185 1 1 0 2 1 0 0 7 7 1 27 3.7 0 0 2 2 7 3 2 5 80 5 8 50 5 5 5 9 40 100 10 1 
Obs186 186 0 0 0 3 0 3 6 0 10 1 31 3.8 3 0 5 2 2 3 4 0 100 5 5 80 5 5 6 10 20 100 8 1 
Obs187 187 1 1 1 2 0 0 1 4 3 1 27 3.7 3 0 1 1 10 5 10 2 150 5 0 250 4 0 8 9 0 100 7 1 
Obs188 188 1 1 0 3 1 2 0 0 5 1 26 2.3 5 5 4 1 9 4 5 4 206 5 4 100 2 0 5 9 20 0 5 1 
Obs189 189 1 2 0 2 1 0 6 1 8 1 31 3.9 0 0 0 0 2 6 6 1 50 5 7 100 1 0 3 8 0 80 9 1 
Obs190 190 1 1 1 3 1 0 1 5 6 1 33 4 3 4 2 0 2 2 5 3 85 2 9 300 5 0 5 7 0 100 6 1 
Obs191 191 0 0 1 2 1 0 1 4 7 1 29 2.7 5 8 1 1 3 2 5 6 200 6 6 400 6 1 4 8 0 100 9 1 
Obs192 192 1 1 0 0 0 3 0 8 8 1 30 3.5 0 0 0 1 0 0 2 10 2000 5 9 5 9 0 1 10 20 100 10 1 
Obs193 193 1 1 1 0 1 0 0 9 4 0 26 4 1 1 0 2 2 2 4 4 40 5 7 70 9 1 3 9 0 10 5 1 
Obs194 194 1 1 0 2 1 2 0 4 6 1 29 3.4 10 5 2 2 1 1 7 7 95 5 10 23 3 0 2 7 0 0 8 1 
Obs195 195 0 0 0 0 1 0 0 4 2 0 21 3 4 8 8 1 1 10 7 6 100 2 10 160 2 0 6 10 0 30 10 1 
Obs196 196 1 1 1 2 1 0 1 3 5 1 26 3 2 0 4 1 4 5 3 5 80 5 10 70 5 5 8 5 0 0 5 1 
Obs197 197 0 0 0 2 1 2 0 7 8 1 24 4 0 0 0 1 7 2 3 6 80 5 7 22 3 0 6 8 35 100 0 1 
Obs198 198 1 1 0 3 1 2 0 10 0 0 22 2.2 12 25 4 1 0 7 5 7 80 5 10 40 0 0 5 2 15 0 2 1 
Obs199 199 1 1 0 3 1 1 5 7 0 0 26 3 0 0 0 0 8 3 5 5 100 5 10 30 3 0 7 10 10 100 0 1 
Obs200 200 1 1 0 0 1 0 6 1 3 0 27 4 4 2 0 0 8 3 6 10 70 5 10 120 0 0 5 10 0 0 3 1 
Obs201 201 1 1 0 3 1 2 0 6 5 0 26 3.5 6 8 0 2 7 3 5 2 50 5 10 60 1 0 8 9 20 100 8 1 
Obs202 202 0 0 0 3 1 0 0 4 5 1 28 3.7 2 1 1 2 2 5 4 6 90 5 10 140 1 0 5 10 0 100 6 1 
Obs203 203 0 0 0 2 1 0 6 0 7 1 28 3.9 0 0 0 0 2 0 4 9 500 1 0 100 8 1 5 10 40 90 5 1 
Obs204 204 1 1 1 2 1 2 0 8 5 1 26 3.4 0 0 1 2 2 2 2 3 200 2 10 90 1 0 1 9 15 0 10 1 
Obs205 205 0 0 0 2 1 4 3 8 10 1 31 3.5 1 0 0 0 5 3 10 8 1000 5 5 300 5 0 8 10 0 100 7 1 
Obs206 206 1 1 0 2 1 0 7 0 10 1 28 1.6 0 0 0 0 1 2 15 4 60 5 10 130 0 0 7 10 0 10 5 1 
Obs207 207 1 1 0 0 1 2 5 4 4 0 19 4 0 0 0 0 0 0 3 0 54 5 9 52 9 0 10 4 30 100 10 1 
Obs208 208 1 1 1 2 1 0 0 2 5 1 32 3.7 6 10 4 3 1 3 5 4 80 5 7 120 2 0 6 10 0 70 1 1 
Obs209 209 0 0 1 1 1 0 0 9 2 1 26 3.5 8 20 3 1 1 2 5 5 80 2 8 60 5 4 7 7 0 90 6 1 
Obs210 210 1 0 0 3 1 1 0 5 6 1 24 3.5 3 3 0 0 7 7 11 10 100 5 10 50 5 0 4 8 15 20 6 1 
Obs211 211 0 0 0 3 1 2 5 6 7 0 24 3.6 7 8 4 2 6 5 2 5 90 5 10 70 5 0 6 9 0 100 8 1 
Obs212 212 1 1 1 0 1 0 0 9 1 0 20 3.7 4 4 1 1 1 4 4 5 70 5 9 100 8 1 5 7 10 10 4 1 
Obs213 213 0 0 0 2 1 0 0 8 3 1 30 3.7 2 3 0 0 1 7 3 4 75 5 8 100 3 0 6 9 10 70 4 1 
Obs214 214 1 1 1 2 1 3 7 0 6 1 26 3.9 5 2 0 0 1 3 4 3 60 5 1 130 3 0 5 9 0 100 8 1 
Obs215 215 1 1 0 2 1 5 0 5 0 1 18 2.9 0 1 3 0 3 2 2 10 80 2 10 35 3 2 6 8 5 0 0 1 
Obs216 216 1 1 0 0 1 0 6 2 3 0 27 4 3 4 3 2 5 5 3 5 84 5 8 30 4 0 9 9 15 0 5 1 
Obs217 217 1 1 1 2 1 0 0 5 5 1 26 3.7 5 0 0 1 8 6 5 5 100 1 5 100 8 1 5 10 0 100 7 1 
Obs218 218 1 1 0 2 1 2 0 6 6 1 29 3.1 0 0 0 0 4 9 1 5 65 2 10 79 5 0 5 7 0 0 2 1 
Obs219 219 1 1 0 0 1 0 0 8 0 1 31 4 0 0 1 0 3 1 3 0 63 5 10 120 2 0 5 8 0 100 10 1 
Obs220 220 1 2 0 2 1 1 0 5 2 0 21 3.4 3 2 0 0 2 8 5 4 75 5 10 100 0 5 5 7 5 0 3 1 
Obs221 221 1 1 0 0 1 0 0 3 2 1 31 4 0 0 0 2 2 3 4 5 120 5 10 80 1 1 5 6 0 50 7 1 
Obs222 222 1 1 1 2 1 0 1 5 7 1 26 3.7 10 5 0 0 10 3 5 8 800 5 5 700 4 0 1 7 0 100 4 1 
Obs223 223 1 1 1 1 1 0 0 6 5 1 33 4 9 5 0 0 8 3 7 4 80 1 1 150 8 1 6 10 0 100 7 1 
Obs224 224 1 1 1 2 1 2 0 6 5 0 25 3.6 10 15 0 0 15 4 10 0 108 2 10 90 4 0 2 9 0 10 10 1 
Obs225 225 1 1 1 2 1 5 0 10 5 1 27 4 8 12 0 1 2 3 5 3 60 5 2 85 2 0 7 8 0 100 6 1 
Obs226 226 1 1 1 0 1 0 0 2 1 1 29 2.6 15 8 14 3 2 5 8 5 100 1 4 170 7 1 5 8 0 100 10 1 
Obs227 227 0 0 1 3 1 2 6 2 5 1 28 2.4 6 6 1 1 1 2 3 10 120 5 10 40 5 0 6 7 5 100 2 1 
Obs228 228 1 1 0 3 1 2 5 5 0 0 22 3.5 2 4 1 2 4 5 3 10 70 6 5 35 9 0 5 10 20 0 7 1 
Obs229 229 1 1 1 2 1 2 0 10 6 1 30 3.8 0 0 3 2 6 4 3 5 999 5 10 200 8 1 8 9 0 0 7 1 
Obs230 230 0 0 0 3 0 3 7 0 4 1 34 4 1 0 0 0 1 3 4 6 10 5 4 12 7 5 4 8 0 100 4 1 
Obs231 231 0 0 0 3 1 0 1 3 2 0 30 3.4 25 40 10 2 8 2 7 9 250 5 7 350 6 4 5 7 0 100 9 1 
Obs232 232 1 1 1 3 1 4 3 2 5 0 31 3.5 0 0 0 0 7 5 10 5 30 5 10 250 1 0 5 9 5 100 6 1 
Obs233 233 0 0 0 2 1 0 7 0 5 1 33 3.8 2 1 0 1 0 2 4 5 125 5 5 125 2 0 5 8 0 70 5 1 
Obs234 234 1 1 0 3 1 2 0 8 5 1 22 3.3 4 0 2 2 1 5 3 2 40 5 6 40 4 0 8 4 10 10 7 1 
Obs235 235 1 1 1 0 1 0 0 7 5 0 23 3.6 12 14 0 1 2 6 6 9 100 5 7 150 4 2 8 8 0 100 8 1 
Obs236 236 1 1 0 2 1 1 0 5 0 0 25 3.7 4 0 0 0 1 10 10 7 80 5 10 35 5 0 5 7 10 0 5 1 
Obs237 237 1 1 0 3 1 1 0 5 8 1 27 3.7 15 5 1 0 1 1 7 10 1000 5 5 65 2 0 3 2 15 10 3 1 
Obs238 238 1 1 0 2 1 0 0 8 8 1 26 3.8 6 6 1 1 7 3 7 5 80 5 5 121 4 0 4 10 0 40 6 1 
Obs239 239 1 1 0 3 1 2 0 8 6 0 21 3.6 0 0 1 1 3 3 1 0 80 6 10 28 3 0 5 8 5 10 10 1 
Obs240 240 1 1 0 3 1 2 5 5 5 0 23 1.9 0 0 2 1 1 2 5 10 75 2 10 25 5 0 6 4 0 10 0 1 
Obs241 241 0 0 0 3 1 2 7 1 3 1 21 1.5 2 2 5 2 16 3 5 10 450 5 0 50 1 0 4 9 0 50 6 1 
Obs242 242 1 1 0 0 1 0 0 8 8 1 30 3.9 1 1 0 1 4 3 5 5 80 2 10 85 2 0 5 7 0 100 1 1 
Obs243 243 1 1 1 2 1 0 0 3 4 0 27 3.4 20 30 1 1 1 6 10 5 105 5 3 250 5 0 5 7 0 100 6 1 
Obs244 244 1 1 1 2 1 0 0 5 7 0 24 3.5 10 8 2 1 2 3 5 4 100 1 3 400 8 1 0 8 0 100 8 1 
Obs245 245 1 1 0 2 1 3 0 7 3 0 25 3 13 20 10 1 3 3 5 4 100 2 10 125 3 0 4 7 25 100 10 1 
Obs246 246 0 0 0 3 1 2 5 7 3 1 25 3.7 10 7 3 3 2 2 8 8 75 5 10 8 1 0 4 3 10 0 10 1 
Obs247 247 1 1 0 0 1 0 0 8 5 1 24 3.8 0 0 1 1 8 2 2 7 100 5 1 70 4 2 5 10 0 10 7 1 
Obs248 248 0 0 1 2 1 2 5 6 2 0 23 3.6 6 4 9 1 1 4 6 9 900 2 6 100 1 0 10 7 0 100 9 1 
Obs249 249 1 1 1 2 1 0 7 0 6 1 28 1.6 15 15 6 2 1 3 5 5 150 2 10 0 8 0 6 5 0 90 5 1 
Obs250 250 1 1 0 3 1 0 0 8 3 0 24 3.7 0 0 0 0 2 1 3 4 84 2 10 165 5 0 9 9 15 30 3 1 
Obs251 251 1 1 0 2 1 1 5 5 8 0 23 3.5 3 0 2 2 2 4 5 0 390 5 7 3 2 0 2 7 0 0 10 1 
Obs252 252 0 0 1 2 1 0 0 5 6 0 23 2.9 4 10 2 2 4 1 3 5 75 4 7 80 7 1 6 10 10 100 1 1 
Obs253 253 1 1 0 3 1 5 0 6 0 0 26 3.7 3 5 1 3 12 6 8 3 40 5 10 62 10 0 4 9 0 30 7 1 
Obs254 254 0 0 0 2 1 1 6 5 5 1 28 3.9 6 13 1 2 1 10 6 6 50 2 10 500 4 0 6 8 5 100 8 1 
Obs255 255 1 1 0 1 0 0 6 0 5 1 31 2.7 2 6 0 0 0 5 13 6 140 5 10 90 0 5 3 4 0 0 6 1 
Obs256 256 1 1 0 2 0 3 0 7 2 0 26 4 0 0 0 0 1 5 20 9 70 5 5 300 5 5 1 9 0 0 9 1 
Obs257 257 1 1 0 2 1 0 6 1 5 0 27 3.7 3 1 1 2 1 6 10 0 80 5 8 120 2 0 4 8 0 100 9 1 
Obs258 258 1 1 0 3 1 1 0 5 0 0 21 3.8 0 1 1 1 0 6 5 8 100 5 10 30 9 0 6 3 20 0 7 1 
Obs259 259 1 1 0 2 1 2 0 7 2 1 21 3.5 5 10 0 0 12 3 14 3 56 5 10 50 3 0 5 9 0 100 8 1 
Obs260 260 1 1 1 3 1 2 0 5 7 0 29 3.7 6 7 1 0 7 3 6 0 150 1 5 150 5 1 2 10 0 70 10 1 
Obs261 261 1 1 0 1 1 0 0 10 7 1 29 4 0 0 0 0 16 1 4 3 83 5 10 130 3 0 5 10 5 10 10 1 
Obs262 262 1 1 1 2 1 0 0 2 3 1 28 3 12 10 6 2 2 2 10 7 80 5 3 110 6 1 5 8 0 90 7 1 
Obs263 263 1 1 1 2 1 0 0 7 7 0 28 3.7 6 10 1 0 2 4 8 1 70 6 3 120 5 0 3 10 25 30 4 1 
Obs264 264 1 1 1 3 1 0 0 6 0 1 23 3.5 2 3 3 1 3 2 5 5 40 2 5 80 5 0 5 10 30 80 8 1 
Obs265 265 1 1 0 2 1 2 0 6 1 0 19 3 6 5 0 0 7 5 3 6 50 5 5 30 4 0 5 9 0 10 8 1 
Obs266 266 1 1 1 2 1 0 0 7 0 1 30 3.2 5 6 2 1 3 1 2 5 30 5 8 70 0 0 5 7 0 100 4 1 
Obs267 267 0 0 0 0 1 0 7 0 5 1 27 3.8 0 0 1 1 3 1 3 8 500 1 10 100 8 1 3 10 0 100 8 1 
Obs268 268 1 1 0 3 0 4 3 7 8 1 32 3.7 2 0 1 1 1 6 3 3 5 6 10 25 5 5 5 9 0 100 2 1 
Obs269 269 1 1 0 0 1 0 0 8 8 1 33 4 4 4 0 2 2 1 3 7 80 5 9 180 1 0 7 9 0 100 6 1 
Obs270 270 1 1 1 2 1 0 0 2 7 1 28 3.8 4 6 1 1 2 6 10 7 200 1 5 800 7 1 3 9 10 100 2 1 
Obs271 271 1 1 0 3 1 2 5 1 0 1 21 2.4 0 0 3 2 3 5 4 7 68 2 10 40 5 0 0 5 0 0 7 1 
Obs272 272 1 1 0 3 1 2 5 4 0 0 23 3.4 4 2 3 1 7 10 3 0 250 5 10 70 5 0 2 10 0 20 1 1 
Obs273 273 1 1 0 0 0 0 0 7 4 0 23 3.9 0 0 0 0 1 1 3 1 30 5 9 36 1 0 5 5 0 90 7 1 
Obs274 274 0 0 0 2 1 5 0 8 7 1 24 3.4 12 30 3 1 2 3 10 2 50 5 10 45 5 5 7 10 0 0 7 1 
Obs275 275 1 1 0 3 1 2 5 0 2 1 24 4 0 0 1 1 6 4 4 5 70 5 10 16 0 0 5 8 0 100 10 1 
Obs276 276 1 1 0 2 1 0 0 7 3 0 27 4 8 10 0 0 1 2 8 4 125 5 10 125 3 0 5 7 5 100 10 1 
Obs277 277 1 1 1 1 1 0 0 2 7 1 25 3.3 3 3 0 0 10 5 4 0 80 5 7 100 3 0 6 10 0 90 10 1 
Obs278 278 0 0 0 2 1 0 0 5 7 0 25 3.8 0 0 0 1 7 1 4 5 90 1 2 180 5 2 0 10 0 50 8 1 
Obs279 279 0 0 0 2 1 0 7 0 7 1 32 3.4 0 0 1 1 2 3 2 7 90 5 8 300 2 0 4 9 0 100 8 1 
Obs280 280 1 1 0 3 1 0 0 5 7 1 31 3.5 8 12 0 1 8 2 9 0 150 5 10 320 3 0 2 10 0 100 10 1 
Obs281 281 1 1 1 3 1 0 0 3 1 0 30 3.8 4 0 0 0 5 6 6 6 100 5 3 58 6 1 7 8 10 60 6 1 
Obs282 282 0 0 1 2 0 0 7 0 8 1 31 2.8 6 10 5 2 2 1 10 4 120 6 10 400 3 0 4 10 25 100 2 1 
Obs283 283 1 1 0 2 1 2 0 3 9 0 31 4 12 15 0 0 2 5 4 8 100 5 5 125 3 0 3 7 0 100 10 1 
Obs284 284 0 0 1 2 1 0 1 7 6 1 24 3.5 8 24 3 2 2 4 4 5 50 2 10 100 2 0 5 8 0 90 5 1 
Obs285 285 0 0 1 2 1 0 0 7 7 0 23 3.2 12 10 1 1 6 8 5 5 100 5 3 110 7 1 5 10 0 100 4 1 
Obs286 286 0 0 1 3 1 2 5 8 6 1 24 3.1 8 12 29 2 2 6 10 7 120 2 7 130 1 0 0 10 0 60 7 1 
Obs287 287 1 1 0 3 1 2 0 5 7 1 27 3.4 4 2 1 1 1 5 4 5 70 5 10 30 1 0 5 9 0 0 5 1 
Obs288 288 1 1 0 2 1 3 7 0 5 0 26 3.8 0 0 0 0 1 2 7 10 60 5 0 30 2 0 4 6 0 30 3 1 
Obs289 289 1 1 1 2 1 0 0 8 5 0 28 3.6 16 32 5 2 5 5 3 3 130 6 6 350 5 1 0 8 0 80 7 1 
Obs290 290 1 1 0 0 1 0 0 7 7 1 28 3.8 0 0 0 0 4 4 7 5 100 5 5 130 4 0 4 10 0 100 6 1 
Obs291 291 1 1 0 2 1 3 0 5 8 1 27 3.8 12 10 2 1 0 3 4 10 100 5 0 500 4 0 6 8 0 100 7 1 
Obs292 292 1 1 0 2 1 0 0 8 6 1 31 3.8 2 3 2 1 0 1 6 5 180 5 10 60 9 3 4 1 0 30 7 1 
Obs293 293 1 1 0 1 1 3 0 8 9 1 30 3.8 2 2 0 1 4 6 3 5 50 2 10 10 3 0 5 9 0 100 7 1 
Obs294 294 1 1 1 3 1 1 0 10 0 0 20 2.9 3 2 3 2 3 10 10 5 1000 6 0 60 0 0 7 6 5 0 4 1 
Obs295 295 1 1 0 2 1 0 0 8 1 0 23 3.9 1 1 1 1 15 8 9 5 150 1 5 150 10 2 5 10 40 50 7 1 
Obs296 296 1 1 0 1 0 0 6 0 5 1 30 3.9 0 0 0 0 1 2 2 6 90 5 8 280 1 0 5 10 5 70 9 1 
Obs297 297 1 1 0 1 1 5 6 6 3 0 28 3.9 0 0 4 2 2 2 3 2 80 5 10 450 2 5 5 3 0 100 5 1 
Obs298 298 1 1 1 2 1 0 0 4 4 0 30 3 20 30 18 4 3 2 3 6 100 5 5 95 4 1 6 10 0 50 2 1 
Obs299 299 1 1 1 1 1 0 0 8 7 1 25 3.9 8 4 1 1 5 5 6 5 150 5 7 200 5 1 5 9 0 100 5 1 
Obs300 300 1 1 0 3 1 2 6 3 3 0 22 3.6 0 0 0 0 2 5 7 0 56 5 10 76 2 2 6 10 0 60 10 1 
Obs301 301 0 0 0 2 1 3 0 6 5 0 29 2.8 1 0 0 0 2 3 4 5 75 6 10 85 4 0 4 8 20 90 8 1 
Obs302 302 0 0 1 2 1 0 1 6 5 1 30 3.6 11 10 5 1 6 4 5 5 450 1 2 100 8 1 7 6 0 100 8 1 
Obs303 303 1 1 0 2 1 2 0 6 1 0 23 3.5 1 1 1 1 1 4 10 0 80 5 10 50 1 0 4 8 15 20 0 1 
Obs304 304 0 0 0 0 1 0 6 1 3 1 34 3.8 6 6 0 0 5 4 6 4 500 5 7 119 2 0 5 7 0 100 1 1 
Obs305 305 1 1 0 3 0 4 3 5 7 1 30 3.5 1 0 0 0 8 1 3 5 85 5 3 185 2 0 7 9 10 100 9 1 
Obs306 306 0 0 0 1 1 0 0 2 6 0 26 3.8 2 5 1 1 5 2 10 9 250 5 5 300 6 1 5 9 0 100 4 1 
Obs307 307 0 0 0 3 0 3 5 0 6 1 28 3.8 3 0 15 0 1 2 2 8 100 6 1 200 5 5 8 8 10 100 6 1 
Obs308 308 1 1 0 3 1 1 0 0 5 1 20 3.8 4 2 5 3 3 1 4 5 75 5 5 50 0 0 5 9 15 10 5 2 
Obs309 309 1 1 0 3 1 1 0 6 5 0 23 3 1 0 1 2 4 0 8 10 80 6 10 90 3 0 8 9 0 0 8 2 
Obs310 310 1 1 0 2 1 0 0 4 3 0 28 3.9 0 0 0 0 3 2 2 6 300 2 10 500 2 0 2 10 0 100 3 2 
Obs311 311 1 1 0 2 1 0 0 4 5 1 33 3.9 2 1 0 0 5 2 4 5 200 5 3 200 4 2 5 8 0 90 6 2 
Obs312 312 1 1 0 2 1 4 2 5 8 1 30 3.5 12 10 0 0 4 2 6 3 100 5 9 250 0 0 2 9 0 100 9 2 
Obs313 313 0 0 0 1 0 3 4 0 8 1 31 3.7 0 0 1 0 5 5 8 10 19999 6 5 10000 4 5 3 10 0 100 6 2 
Obs314 314 1 1 0 2 1 2 0 7 8 0 22 3.6 1 1 1 2 3 4 4 0 150 5 8 120 5 0 5 9 15 80 6 2 
Obs315 315 1 2 0 2 1 0 6 1 0 0 29 4 0 0 5 2 2 2 2 5 40 5 10 250 1 0 5 3 0 80 4 2 
Obs316 316 1 1 0 3 0 3 6 0 5 1 32 4 25 0 0 2 7 3 4 6 50 5 2 50 6 5 6 8 20 50 3 2 
Obs317 317 1 1 0 2 1 3 5 3 2 1 29 3.1 0 0 0 1 4 4 5 3 70 5 6 80 3 0 6 5 0 90 6 2 
Obs318 318 0 0 0 3 1 0 6 0 5 0 33 3.5 5 5 12 2 1 2 4 0 60 1 10 60 0 2 10 0 0 0 0 2 
Obs319 319 1 1 1 1 1 2 0 5 3 0 25 3.6 4 1 1 2 12 6 5 7 80 2 9 150 1 0 3 10 15 100 10 2 
Obs320 320 0 0 0 0 1 0 6 0 8 0 22 3.7 5 0 11 4 1 1 3 5 100 1 7 70 3 0 3 8 0 0 6 2 
Obs321 321 1 1 1 2 1 0 0 5 8 1 29 3.9 14 25 1 1 1 3 10 5 75 5 6 120 7 1 0 10 0 100 10 2 
Obs322 322 1 1 0 2 1 5 0 6 1 0 25 4 3 1 1 1 0 4 6 6 100 5 10 6000 5 2 5 10 0 100 6 2 
Obs323 323 1 1 0 2 1 0 0 0 5 0 26 3.8 8 7 16 3 7 4 3 5 60 6 4 100 6 3 0 10 0 100 1 2 
Obs324 324 1 1 0 2 1 0 2 6 7 0 30 2.9 10 12 0 1 7 2 5 2 130 5 10 60 3 0 1 4 0 0 6 2 
Obs325 325 0 0 0 0 1 0 6 0 3 0 21 3.5 0 0 0 1 0 1 1 5 65 6 10 30 5 5 1 5 10 0 9 2 
Obs326 326 1 1 0 3 1 1 0 5 3 1 19 2.6 1 0 0 0 2 5 5 5 500 5 4 60 2 0 7 6 5 100 5 2 
Obs327 327 1 1 0 1 1 0 0 2 1 0 28 4 7 8 1 1 9 3 6 3 70 5 9 64 1 0 7 9 0 50 9 2 
Obs328 328 0 0 0 3 1 5 0 5 6 1 22 1.2 8 0 6 3 4 10 3 7 60 5 5 60 5 0 6 8 40 100 6 2 
Obs329 329 1 1 0 2 1 0 6 0 7 1 31 3.4 7 12 1 0 2 2 3 5 100 5 7 145 4 0 6 8 0 20 2 2 
Obs330 330 1 1 0 1 0 3 7 0 7 1 33 3.7 0 0 0 0 1 3 3 4 2 5 2 100 4 1 7 10 0 100 7 2 
Obs331 331 0 0 0 3 0 3 6 3 1 0 26 3.2 1 1 1 0 2 8 5 8 100 5 10 150 5 0 5 9 0 100 8 2 
Obs332 332 0 0 0 2 1 0 0 9 3 0 23 3.3 0 0 0 0 4 3 10 5 200 5 10 60 7 1 8 10 5 0 7 2 
Obs333 333 1 1 0 2 0 1 0 6 3 0 23 3.6 0 0 0 0 5 3 2 7 90 5 7 100 3 0 2 8 0 70 7 2 
Obs334 334 1 1 0 3 1 2 5 8 5 1 26 3.5 6 6 2 1 4 4 4 5 70 5 10 40 0 0 7 7 0 0 1 2 
Obs335 335 0 0 1 2 1 3 7 2 5 0 29 1.9 6 14 0 2 1 2 4 1 70 6 10 40 5 0 3 5 0 100 5 2 
Obs336 336 1 1 1 1 1 0 0 2 4 0 27 3.8 5 7 2 1 15 1 5 1 150 5 9 65 0 0 4 7 0 10 8 2 
Obs337 337 1 1 0 2 1 0 0 4 4 1 25 3.6 7 3 2 1 10 2 4 5 150 5 10 140 3 0 5 10 0 50 5 2 
Obs338 338 0 0 0 3 1 2 0 7 10 1 26 3.8 1 2 2 2 15 3 4 4 45 5 10 24 2 0 4 9 0 10 4 2 
Obs339 339 0 0 1 0 1 0 6 1 3 1 29 3.3 6 3 3 1 2 4 3 5 120 5 2 140 5 4 7 9 0 50 8 2 
Obs340 340 1 1 1 2 1 0 0 3 6 1 33 3.8 14 12 17 2 4 4 10 4 150 2 6 200 5 0 3 9 10 50 8 2 
Obs341 341 1 1 0 1 0 1 0 5 5 1 24 3.8 2 1 1 2 2 4 3 8 200 5 10 120 3 0 5 6 5 50 3 2 
Obs342 342 1 1 1 2 1 0 0 5 5 0 24 2.7 4 3 0 0 5 4 5 5 50 5 7 80 5 0 5 8 5 90 10 2 
Obs343 343 0 0 0 2 1 0 6 7 10 1 17 3.2 1 1 0 2 1 1 2 5 99999 2 10 0 4 0 10 0 0 100 0 2 
Obs344 344 1 1 1 2 1 0 0 6 7 1 31 3.6 10 20 3 2 5 5 8 8 150 5 4 150 6 1 3 8 0 90 0 2 
Obs345 345 1 1 1 2 1 0 1 7 6 0 22 3.5 6 4 4 2 10 3 15 0 60 5 6 300 5 0 5 8 0 90 10 2 
Obs346 346 1 1 1 2 1 0 6 0 6 1 33 3.6 10 15 1 1 1 2 7 2 80 5 10 300 2 0 5 7 0 100 9 2 
Obs347 347 0 0 0 3 1 2 5 1 1 0 23 2.7 3 5 2 2 3 2 3 9 100 2 10 60 1 0 2 8 10 10 2 2 
Obs348 348 1 1 0 3 1 2 0 7 8 1 22 3.5 0 0 1 1 1 2 3 7 40 2 9 41 10 0 7 10 10 0 3 2 
Obs349 349 1 1 0 2 1 0 0 4 6 0 24 3 7 7 7 1 2 5 3 3 200 5 5 500 5 0 5 10 0 60 5 2 
Obs350 350 1 1 0 1 1 1 0 8 8 0 21 4 3 0 7 2 6 2 2 3 150 5 10 34 1 0 7 8 10 0 6 2 
Obs351 351 0 0 0 1 1 1 2 6 8 1 30 3.3 0 0 0 0 1 4 6 6 200 5 8 60 8 1 3 10 0 0 7 2 
Obs352 352 0 0 0 3 1 2 0 3 6 0 24 3.3 0 0 3 0 7 10 5 8 100 5 10 40 2 0 2 7 0 0 0 2 
Obs353 353 1 1 0 3 1 1 0 0 7 0 22 2.5 1 0 0 0 0 0 0 10 1000 5 0 50 1 0 5 10 5 20 8 2 
Obs354 354 1 1 0 1 1 0 0 7 0 0 27 2.2 0 0 0 1 0 7 3 3 80 2 10 100 2 0 8 8 15 0 7 2 
Obs355 355 1 1 0 2 1 0 0 7 6 1 28 4 8 12 9 1 4 2 15 1 90 5 3 275 7 1 5 9 10 90 10 2 
Obs356 356 0 0 1 0 1 2 0 5 7 1 26 3.1 10 45 3 0 3 4 4 0 52000 2 10 250 3 0 2 10 0 90 6 2 
Obs357 357 1 1 0 2 1 5 7 0 0 0 28 4 8 4 1 1 4 4 10 7 300 5 10 90 0 0 4 9 0 30 10 2 
Obs358 358 1 1 0 3 1 1 5 7 3 1 21 3.3 13 9 3 0 7 4 13 5 150 2 7 150 8 2 7 10 25 10 6 2 
Obs359 359 0 0 0 2 1 2 0 7 10 1 27 3.6 15 30 1 0 1 5 4 8 250 5 10 120 10 1 8 6 45 0 5 2 
Obs360 360 0 0 0 3 1 2 0 5 8 1 23 2.8 0 0 0 0 1 4 2 5 20 5 7 30 3 0 7 5 20 0 5 2 
Obs361 361 1 1 0 1 1 4 3 5 2 1 28 3 0 12 0 0 10 4 5 9 250 6 10 200 2 0 3 5 5 90 9 2 
Obs362 362 1 1 0 2 1 1 0 6 3 1 21 3.4 12 4 0 0 2 4 5 5 450 5 0 0 1 0 4 7 0 0 7 2 
Obs363 363 1 1 1 3 1 0 0 3 0 0 28 3.5 15 20 4 2 5 4 10 8 100 2 10 200 5 1 3 10 0 100 10 2 
